,Date,Mean Temp (C),Max Temp (C),Min Temp (C),R. Humidity (%),Wind Speed (m/s),S. Pressure (kPa),Net Radiation (MJ/m^2/day),ET0 (mm/day)
8199,14-06-2007,30.54,35.99,25.8,64.38,2.95,95.56,12.79,5.89
8200,15-06-2007,28.65,32.67,25.14,76.06,1.51,95.46,12.97,4.58
8201,16-06-2007,28.24,31.6,25.56,76.75,2.12,95.47,14.21,5.01
8202,17-06-2007,29.76,34.28,25.87,68.31,2.13,95.46,17.39,6.47
8203,18-06-2007,28.64,32.28,25.94,76.62,2.46,95.57,17.18,5.93
8204,19-06-2007,28.96,32.98,25.19,74.56,2.75,95.54,15.42,5.65
8205,20-06-2007,28.76,32.46,25.19,75.19,0.93,95.46,12.64,4.34
8206,21-06-2007,30.87,36.18,25.36,67.5,2.25,95.3,16.04,6.28
8207,22-06-2007,30.78,35.63,26.5,65.81,3.6,95.16,16.14,6.95
8208,23-06-2007,30.37,36.21,25.84,64.31,7.26,95.0,11.61,7.37
8209,24-06-2007,29.01,33.58,25.06,67.19,6.94,95.43,9.84,6.15
8210,25-06-2007,28.8,34.62,24.32,69.19,4.2,95.8,12.11,5.69
8211,26-06-2007,29.19,35.51,24.08,67.62,4.72,95.79,12.81,6.24
8212,27-06-2007,28.91,34.55,24.76,69.56,4.99,95.65,13.52,6.25
8213,28-06-2007,28.7,34.03,24.46,69.94,3.86,95.53,11.71,5.37
8214,29-06-2007,27.25,29.51,24.92,79.38,1.02,95.4,12.25,4.05
8215,30-06-2007,27.75,31.48,24.3,81.69,2.15,95.24,10.07,3.6
8216,01-07-2007,26.05,28.48,24.35,89.62,4.55,94.86,6.62,2.36
8217,02-07-2007,26.23,30.27,24.0,84.94,7.27,94.95,6.58,3.09
8218,03-07-2007,25.62,28.62,23.65,86.06,7.06,95.22,6.81,2.89
8219,04-07-2007,26.66,31.44,22.92,82.5,6.45,95.44,9.52,3.91
8220,05-07-2007,27.08,31.37,23.88,81.75,5.83,95.46,9.34,3.92
8221,06-07-2007,26.3,28.78,24.13,84.0,5.16,95.4,5.85,2.74
8222,07-07-2007,25.48,27.33,24.26,90.44,6.47,95.28,3.75,1.74
8223,08-07-2007,25.06,26.71,23.88,92.25,6.77,95.23,3.54,1.5
8224,09-07-2007,25.4,28.66,23.49,86.75,7.05,95.3,5.89,2.63
8225,10-07-2007,26.47,30.42,23.48,86.69,5.67,95.27,7.43,2.92
8226,11-07-2007,26.33,29.65,23.83,83.75,4.61,95.57,7.94,3.19
8227,12-07-2007,27.25,31.55,23.83,82.88,4.45,95.6,12.03,4.28
8228,13-07-2007,26.94,30.69,24.23,85.19,3.77,95.51,12.39,4.1
8229,14-07-2007,26.59,29.29,24.26,87.69,2.6,95.42,9.82,3.2
8230,15-07-2007,27.65,32.06,24.08,81.38,2.55,95.46,11.97,4.2
8231,16-07-2007,28.07,32.2,23.8,78.25,1.66,95.53,13.78,4.71
8232,17-07-2007,27.26,30.91,24.04,82.0,2.34,95.65,12.58,4.25
8233,18-07-2007,27.56,32.15,23.6,79.62,2.67,95.77,15.29,5.18
8234,19-07-2007,27.01,31.26,23.89,81.31,3.05,95.89,14.38,4.83
8235,20-07-2007,26.35,30.04,23.17,81.69,3.24,95.87,13.81,4.59
8236,21-07-2007,26.37,31.17,22.66,81.06,3.05,95.74,10.47,3.82
8237,22-07-2007,27.06,31.92,22.82,78.62,2.53,95.77,15.73,5.28
8238,23-07-2007,27.76,31.96,22.89,73.31,1.27,95.86,14.89,5.07
8239,24-07-2007,27.01,30.91,24.01,81.0,1.31,95.94,14.81,4.78
8240,25-07-2007,27.3,30.49,24.27,81.5,1.13,95.92,14.31,4.62
8241,26-07-2007,27.05,30.12,24.35,84.75,0.91,95.88,8.77,2.89
8242,27-07-2007,26.45,29.94,24.19,87.12,1.72,95.8,10.64,3.41
8243,28-07-2007,26.15,29.54,24.0,85.19,1.82,95.77,12.03,3.85
8244,29-07-2007,26.69,30.58,23.29,83.75,1.92,95.81,12.08,3.96
8245,30-07-2007,26.98,30.84,24.07,83.75,1.11,95.92,13.85,4.41
8246,31-07-2007,27.24,30.86,23.66,82.5,0.98,95.91,11.71,3.82
8247,01-08-2007,26.74,30.05,24.24,84.62,2.11,95.81,11.69,3.83
8248,02-08-2007,26.26,29.32,23.67,85.12,1.12,95.74,11.17,3.56
8249,03-08-2007,26.02,29.58,23.59,89.06,1.95,95.69,9.69,3.05
8250,04-08-2007,25.68,29.2,23.23,88.5,1.8,95.5,7.62,2.5
8251,05-08-2007,25.42,27.85,23.45,92.62,2.8,95.36,9.91,2.88
8252,06-08-2007,26.15,30.14,22.55,88.69,2.07,95.3,8.81,2.84
8253,07-08-2007,26.5,28.75,24.5,91.5,3.57,95.11,5.6,1.94
8254,08-08-2007,25.7,28.88,23.89,91.5,4.79,94.94,6.74,2.23
8255,09-08-2007,25.26,28.44,23.07,90.5,4.69,95.17,10.0,3.0
8256,10-08-2007,25.8,29.97,22.45,86.44,3.2,95.57,10.45,3.42
8257,11-08-2007,25.98,30.19,22.76,85.75,3.5,95.66,8.44,3.02
8258,12-08-2007,25.65,29.58,23.13,87.19,4.52,95.67,10.08,3.34
8259,13-08-2007,24.89,27.7,22.7,89.25,4.36,95.73,8.26,2.67
8260,14-08-2007,25.12,28.58,22.65,87.56,3.87,95.81,6.53,2.41
8261,15-08-2007,25.26,28.69,22.74,88.19,3.7,95.89,8.7,2.87
8262,16-08-2007,25.66,29.3,22.92,86.06,3.53,95.86,11.65,3.73
8263,17-08-2007,25.88,29.62,23.19,85.88,3.69,95.91,13.09,4.12
8264,18-08-2007,25.59,28.82,22.98,86.12,3.41,95.95,11.31,3.63
8265,19-08-2007,25.63,29.22,23.23,85.44,3.42,95.92,11.32,3.7
8266,20-08-2007,25.18,28.23,22.96,88.75,2.87,95.96,10.49,3.23
8267,21-08-2007,24.58,27.4,22.93,90.94,3.3,95.78,5.78,1.94
8268,22-08-2007,25.46,30.1,21.55,84.62,2.43,95.81,12.11,3.88
8269,23-08-2007,26.19,30.79,22.08,82.81,1.8,95.99,13.88,4.44
8270,24-08-2007,26.48,30.42,22.33,83.0,1.11,96.09,12.49,3.99
8271,25-08-2007,26.85,30.08,23.51,83.38,1.15,96.05,11.69,3.78
8272,26-08-2007,27.44,30.85,23.62,81.44,0.94,95.89,7.59,2.64
8273,27-08-2007,26.38,29.7,23.73,86.62,0.9,95.85,11.15,3.51
8274,28-08-2007,26.07,29.33,23.31,88.0,1.75,95.83,8.55,2.77
8275,29-08-2007,26.9,30.15,23.31,83.38,0.59,95.75,9.66,3.12
8276,30-08-2007,25.86,29.74,23.2,89.0,1.91,95.71,9.98,3.13
8277,31-08-2007,26.1,30.39,22.35,86.94,1.66,95.71,9.9,3.18
8278,01-09-2007,26.77,30.24,23.87,86.38,0.83,95.66,10.76,3.42
8279,02-09-2007,26.68,30.51,24.08,88.38,1.12,95.64,10.41,3.29
8280,03-09-2007,26.96,30.96,23.13,85.0,1.4,95.71,9.13,3.05
8281,04-09-2007,26.24,30.04,23.73,89.31,1.68,95.65,10.7,3.33
8282,05-09-2007,26.48,30.12,23.93,88.88,2.06,95.55,11.61,3.6
8283,06-09-2007,25.51,28.02,23.94,93.19,2.24,95.55,7.89,2.36
8284,07-09-2007,25.23,28.67,22.42,87.62,1.84,95.72,9.6,3.03
8285,08-09-2007,25.8,30.29,22.87,87.5,2.25,95.89,9.76,3.15
8286,09-09-2007,25.63,29.9,22.24,84.75,2.09,96.07,12.83,4.05
8287,10-09-2007,25.58,29.9,21.26,84.5,1.81,96.15,12.94,4.06
8288,11-09-2007,25.93,30.26,21.96,84.06,1.66,96.13,14.33,4.48
8289,12-09-2007,26.01,30.56,21.68,83.81,1.48,96.04,13.94,4.38
8290,13-09-2007,25.92,30.44,21.8,84.38,1.98,96.07,13.48,4.25
8291,14-09-2007,26.02,30.47,22.51,83.88,2.11,96.14,13.01,4.17
8292,15-09-2007,25.67,30.62,21.36,83.12,2.06,96.03,12.54,4.05
8293,16-09-2007,26.22,30.49,21.73,79.88,1.37,95.96,13.38,4.35
8294,17-09-2007,26.4,30.42,22.13,81.44,1.5,96.07,11.76,3.88
8295,18-09-2007,26.77,30.66,23.4,83.75,1.52,95.96,12.03,3.91
8296,19-09-2007,26.55,29.31,24.26,88.0,1.18,95.82,11.62,3.63
8297,20-09-2007,26.48,30.21,23.59,87.5,1.33,95.86,7.31,2.44
8298,21-09-2007,26.26,29.8,22.98,83.81,1.17,95.87,10.38,3.37
8299,22-09-2007,26.48,30.52,22.5,84.38,1.14,95.73,12.74,4.04
8300,23-09-2007,26.32,30.95,22.65,81.69,1.71,95.63,12.5,4.12
8301,24-09-2007,25.52,30.03,21.24,83.88,1.8,95.53,12.66,4.01
8302,25-09-2007,25.34,29.33,21.69,83.56,1.91,95.74,9.44,3.17
8303,26-09-2007,25.84,29.75,23.0,87.12,1.26,95.95,9.1,2.92
8304,27-09-2007,25.51,28.97,22.62,85.94,1.34,96.02,11.98,3.73
8305,28-09-2007,24.9,28.29,20.62,82.19,1.32,96.0,9.96,3.23
8306,29-09-2007,24.23,31.3,18.25,72.12,1.67,96.25,12.16,4.26
8307,30-09-2007,24.29,31.15,19.21,69.44,1.59,96.43,12.7,4.49
8308,01-10-2007,24.34,31.33,17.67,64.31,1.46,96.27,12.53,4.55
8309,02-10-2007,24.22,31.3,17.71,75.75,1.55,96.18,12.36,4.14
8310,03-10-2007,24.19,31.29,18.43,74.31,1.65,96.17,13.19,4.45
8311,04-10-2007,23.36,31.06,16.98,65.75,1.92,96.19,11.61,4.42
8312,05-10-2007,23.52,30.38,16.8,64.81,1.74,96.14,11.65,4.35
8313,06-10-2007,23.78,30.89,18.26,69.0,1.57,96.1,12.38,4.38
8314,07-10-2007,22.71,30.72,16.87,66.44,2.15,96.11,12.32,4.63
8315,08-10-2007,22.24,29.97,16.1,68.31,2.03,96.25,11.35,4.19
8316,09-10-2007,23.19,29.61,16.87,66.19,1.48,96.36,11.83,4.2
8317,10-10-2007,23.83,29.58,17.55,64.94,0.86,96.39,11.1,3.78
8318,11-10-2007,24.41,30.04,18.25,67.5,1.01,96.57,10.93,3.78
8319,12-10-2007,24.98,30.94,19.88,63.44,0.8,96.71,12.07,4.15
8320,13-10-2007,23.87,29.77,18.37,59.69,1.26,96.7,11.87,4.35
8321,14-10-2007,23.06,29.81,17.99,49.81,1.21,96.6,11.25,4.42
8322,15-10-2007,23.4,30.19,17.59,49.94,1.21,96.61,10.9,4.33
8323,16-10-2007,23.58,30.18,17.89,51.0,0.92,96.59,10.71,4.02
8324,17-10-2007,23.17,29.93,16.65,55.62,0.91,96.64,11.09,3.98
8325,18-10-2007,22.64,30.19,16.64,56.62,1.34,96.76,11.35,4.32
8326,19-10-2007,22.87,30.29,16.92,53.75,1.27,96.88,11.04,4.29
8327,20-10-2007,23.08,30.08,17.23,51.31,0.86,96.76,10.76,3.96
8328,21-10-2007,22.74,30.54,15.37,54.19,0.95,96.63,10.67,3.92
8329,22-10-2007,22.83,29.72,17.26,49.81,1.13,96.72,10.56,4.14
8330,23-10-2007,22.35,29.64,15.97,55.56,1.43,96.72,9.5,3.88
8331,24-10-2007,22.29,29.76,16.35,64.5,1.47,96.79,10.61,3.91
8332,25-10-2007,21.87,30.03,15.37,66.75,1.81,96.78,10.24,3.88
8333,26-10-2007,21.23,29.58,14.21,66.25,1.77,96.69,10.04,3.77
8334,27-10-2007,21.65,30.26,14.65,64.0,1.55,96.6,9.24,3.6
8335,28-10-2007,22.47,31.44,16.0,62.75,1.54,96.39,9.04,3.69
8336,29-10-2007,21.29,30.08,14.55,70.06,1.86,96.33,8.81,3.39
8337,30-10-2007,21.56,30.45,14.55,68.25,2.25,96.38,9.31,3.76
8338,31-10-2007,23.3,30.64,16.44,75.75,2.39,96.5,9.7,3.59
8339,01-11-2007,25.18,30.87,20.43,77.81,2.09,96.55,9.6,3.51
8340,02-11-2007,25.1,31.44,20.04,76.88,1.92,96.45,9.06,3.38
8341,03-11-2007,25.33,31.86,20.26,73.75,1.77,96.41,9.55,3.62
8342,04-11-2007,24.58,31.93,18.58,67.38,1.64,96.68,9.0,3.64
8343,05-11-2007,23.8,31.97,16.12,49.06,1.34,96.63,7.48,3.61
8344,06-11-2007,24.48,33.07,16.4,44.88,1.02,96.52,7.97,3.61
8345,07-11-2007,25.41,33.37,17.04,42.94,0.58,96.51,7.9,3.14
8346,08-11-2007,25.24,33.39,18.4,49.06,0.7,96.47,8.16,3.28
8347,09-11-2007,24.38,32.19,16.74,58.12,1.21,96.5,7.75,3.32
8348,10-11-2007,24.96,31.62,18.62,57.5,0.9,96.55,7.56,3.06
8349,11-11-2007,26.21,32.55,19.73,49.62,0.48,96.67,7.12,2.73
8350,12-11-2007,25.92,32.37,20.23,49.25,0.44,96.65,6.71,2.57
8351,13-11-2007,25.47,32.23,19.05,50.0,0.66,96.6,7.6,3.03
8352,14-11-2007,23.48,31.46,16.86,52.75,1.19,96.59,7.48,3.36
8353,15-11-2007,21.48,31.42,14.29,49.0,2.07,96.75,7.23,4.16
8354,16-11-2007,21.13,31.46,13.32,49.12,1.91,96.9,6.93,3.93
8355,17-11-2007,20.51,30.21,12.27,48.81,1.61,96.77,7.25,3.65
8356,18-11-2007,19.98,29.23,11.65,48.62,1.28,96.79,6.8,3.18
8357,19-11-2007,19.68,29.21,12.22,49.44,1.5,97.04,6.65,3.33
8358,20-11-2007,19.33,29.82,11.85,45.69,2.0,97.16,7.07,4.05
8359,21-11-2007,19.76,30.8,12.11,42.31,1.77,97.04,7.47,4.18
8360,22-11-2007,19.55,30.37,11.19,43.44,1.77,97.06,7.55,4.08
8361,23-11-2007,19.83,30.75,11.63,45.19,1.68,96.97,7.51,3.96
8362,24-11-2007,19.3,30.42,11.17,46.25,1.92,96.92,7.03,3.99
8363,25-11-2007,19.24,30.6,10.69,46.25,1.67,96.95,6.96,3.75
8364,26-11-2007,19.42,29.74,10.41,46.44,1.57,97.03,6.66,3.49
8365,27-11-2007,19.88,29.49,10.37,44.06,1.37,96.91,6.71,3.37
8366,28-11-2007,20.98,29.69,11.8,39.88,1.16,96.75,6.11,3.14
8367,29-11-2007,21.69,29.52,14.48,44.5,1.06,96.75,5.5,2.8
8368,30-11-2007,22.2,28.98,14.75,54.25,1.09,96.9,6.0,2.69
8369,01-12-2007,21.36,29.15,14.71,54.25,1.43,96.93,5.46,2.84
8370,02-12-2007,21.26,28.79,13.95,55.56,1.41,96.9,4.98,2.63
8371,03-12-2007,21.48,28.66,15.55,53.81,1.39,97.0,5.59,2.85
8372,04-12-2007,19.65,28.15,12.89,51.44,2.48,97.12,5.27,3.6
8373,05-12-2007,19.12,27.14,12.55,50.25,2.11,97.21,4.9,3.23
8374,06-12-2007,19.69,27.64,13.21,50.06,1.93,97.19,4.86,3.14
8375,07-12-2007,19.8,27.08,13.18,52.88,1.49,97.01,5.29,2.76
8376,08-12-2007,19.91,28.58,12.98,53.44,1.34,96.82,5.54,2.77
8377,09-12-2007,19.7,28.62,11.3,45.62,1.43,96.74,5.22,2.97
8378,10-12-2007,20.39,29.44,12.2,47.31,1.66,96.61,4.66,3.05
8379,11-12-2007,21.1,29.51,14.73,46.0,1.11,96.55,4.12,2.48
8380,12-12-2007,21.09,29.25,14.57,43.0,1.73,96.57,3.71,3.08
8381,13-12-2007,20.8,27.75,14.86,49.88,2.24,96.61,3.82,3.15
8382,14-12-2007,19.36,25.55,14.82,46.88,3.49,96.78,2.41,3.74
8383,15-12-2007,18.43,25.99,11.78,46.44,2.71,96.83,2.48,3.19
8384,16-12-2007,19.65,27.74,13.39,47.69,2.46,96.95,3.42,3.34
8385,17-12-2007,19.48,28.38,12.82,41.81,2.44,97.03,4.31,3.87
8386,18-12-2007,18.99,28.64,11.59,36.12,1.98,96.96,4.56,3.76
8387,19-12-2007,19.28,28.43,10.62,33.38,1.68,96.89,5.14,3.59
8388,20-12-2007,20.98,31.29,12.01,30.62,1.73,96.92,4.67,3.91
8389,21-12-2007,22.0,32.81,13.23,33.88,1.54,97.04,4.66,3.69
8390,22-12-2007,22.28,32.35,12.9,28.25,1.44,96.99,4.86,3.73
8391,23-12-2007,23.36,33.05,13.26,24.62,1.11,96.85,4.85,3.36
8392,24-12-2007,23.15,32.59,13.9,28.19,1.36,96.72,4.87,3.62
8393,25-12-2007,23.76,32.6,16.16,41.88,1.63,96.64,5.85,3.78
8394,26-12-2007,23.92,32.78,16.73,40.0,1.95,96.69,5.51,4.15
8395,27-12-2007,23.15,32.32,15.52,33.62,2.02,96.76,4.99,4.34
8396,28-12-2007,22.02,31.36,14.53,29.19,1.83,96.59,4.93,4.21
8397,29-12-2007,20.51,30.68,13.55,26.19,1.98,96.59,4.99,4.53
8398,30-12-2007,20.74,30.55,11.62,26.62,1.65,96.74,4.72,3.89
8399,31-12-2007,20.87,30.38,12.01,32.0,1.69,96.72,4.52,3.67
8400,01-01-2008,20.42,30.22,12.54,31.25,1.88,96.7,4.67,4.01
8401,02-01-2008,19.33,29.36,11.01,30.5,1.71,96.79,4.66,3.74
8402,03-01-2008,19.33,28.57,11.11,41.0,2.53,96.97,3.2,3.69
8403,04-01-2008,21.5,29.42,15.26,44.94,1.86,97.01,3.99,3.22
8404,05-01-2008,21.37,30.38,13.19,43.0,1.87,97.0,4.65,3.48
8405,06-01-2008,21.98,30.71,14.26,41.38,1.61,97.03,4.98,3.41
8406,07-01-2008,21.63,30.19,14.23,42.25,2.02,97.08,5.09,3.78
8407,08-01-2008,21.17,30.09,13.65,36.88,1.74,97.04,4.96,3.67
8408,09-01-2008,21.26,30.64,13.23,37.81,1.49,96.92,4.48,3.27
8409,10-01-2008,21.5,30.69,13.6,40.12,1.83,96.82,4.88,3.66
8410,11-01-2008,20.3,28.84,13.24,39.06,2.15,96.91,5.16,3.95
8411,12-01-2008,20.51,29.45,12.68,37.0,2.2,96.92,4.25,3.91
8412,13-01-2008,20.28,29.69,12.65,26.12,2.16,96.96,4.51,4.48
8413,14-01-2008,20.76,30.37,12.63,19.88,2.21,96.94,4.49,4.89
8414,15-01-2008,21.07,30.12,14.38,24.38,2.05,97.01,5.0,4.63
8415,16-01-2008,21.34,31.53,12.77,25.19,1.67,97.11,5.24,4.23
8416,17-01-2008,22.14,31.81,12.88,24.38,1.73,96.99,5.68,4.43
8417,18-01-2008,21.67,31.25,13.98,29.81,2.58,96.56,5.66,5.23
8418,19-01-2008,19.46,28.87,11.33,24.62,2.37,96.49,6.13,5.03
8419,20-01-2008,18.94,28.32,11.64,13.5,2.34,96.58,5.16,5.29
8420,21-01-2008,18.46,28.08,10.42,16.0,2.48,96.57,4.77,5.19
8421,22-01-2008,17.69,28.01,9.95,16.06,1.91,96.37,4.79,4.48
8422,23-01-2008,17.4,27.36,8.95,13.25,1.94,96.37,4.89,4.53
8423,24-01-2008,16.72,26.76,8.31,12.12,2.39,96.53,5.06,5.12
8424,25-01-2008,16.5,26.65,8.01,23.38,2.56,96.41,5.68,4.89
8425,26-01-2008,16.15,25.08,8.38,23.44,1.8,96.49,5.81,3.93
8426,27-01-2008,16.31,25.62,7.7,30.88,1.81,96.75,6.24,3.8
8427,28-01-2008,17.54,27.92,7.77,23.81,1.73,96.74,6.0,4.12
8428,29-01-2008,19.19,27.74,11.13,27.5,3.04,96.49,6.03,5.35
8429,30-01-2008,18.08,26.27,11.8,38.5,2.61,96.41,6.91,4.5
8430,31-01-2008,15.9,25.3,8.89,21.56,2.7,96.67,6.66,5.19
8431,01-02-2008,15.89,25.88,6.73,17.19,1.87,96.72,6.69,4.47
8432,02-02-2008,17.94,28.54,7.67,16.62,1.84,96.52,6.26,4.64
8433,03-02-2008,18.19,26.0,12.19,50.12,2.35,96.39,6.68,3.7
8434,04-02-2008,16.87,26.08,9.76,26.38,2.28,96.46,7.52,4.84
8435,05-02-2008,15.51,25.06,7.72,22.88,2.35,96.64,7.14,4.8
8436,06-02-2008,16.33,25.46,8.39,30.5,2.46,96.67,7.18,4.62
8437,07-02-2008,16.6,25.58,8.91,27.69,2.69,96.6,6.43,4.83
8438,08-02-2008,16.52,25.97,8.76,23.25,2.59,96.64,7.26,5.18
8439,09-02-2008,15.81,25.69,7.87,21.5,3.12,96.8,7.74,5.8
8440,10-02-2008,16.13,26.74,7.39,17.19,2.47,96.74,7.87,5.55
8441,11-02-2008,18.75,29.26,9.9,15.81,2.81,96.72,6.54,6.14
8442,12-02-2008,18.64,29.01,10.56,11.88,3.51,96.86,6.7,7.22
8443,13-02-2008,18.82,29.72,9.76,11.12,2.7,96.91,7.21,6.49
8444,14-02-2008,20.62,31.25,11.02,11.19,2.13,96.93,7.06,5.86
8445,15-02-2008,22.51,32.81,12.53,13.38,1.79,96.93,7.11,5.42
8446,16-02-2008,23.75,33.49,14.09,15.38,1.61,96.89,6.57,4.98
8447,17-02-2008,23.33,34.28,14.36,13.0,1.91,96.77,7.24,5.93
8448,18-02-2008,23.61,34.69,14.08,10.69,1.91,96.68,7.67,6.17
8449,19-02-2008,23.12,34.31,13.84,11.94,2.12,96.74,7.78,6.46
8450,20-02-2008,22.29,33.42,12.45,10.81,1.93,96.86,7.6,6.0
8451,21-02-2008,23.84,33.93,12.27,10.31,1.3,96.89,7.58,4.86
8452,22-02-2008,24.71,35.19,15.37,16.0,1.96,96.74,7.69,6.05
8453,23-02-2008,24.6,34.15,15.92,29.69,2.09,96.65,8.37,5.62
8454,24-02-2008,23.05,32.55,15.26,29.81,2.51,96.62,7.54,5.76
8455,25-02-2008,22.41,32.09,14.61,18.19,2.37,96.71,7.79,6.22
8456,26-02-2008,22.33,33.1,13.65,10.19,2.21,96.78,7.6,6.5
8457,27-02-2008,22.86,34.68,12.25,7.88,2.03,96.92,8.31,6.65
8458,28-02-2008,24.13,35.73,13.61,8.88,2.25,96.88,8.9,7.27
8459,29-02-2008,25.81,36.1,14.35,9.31,1.13,96.65,9.01,5.17
8460,01-03-2008,26.51,36.55,19.26,9.0,1.47,96.47,8.46,5.94
8461,02-03-2008,25.17,36.41,15.44,11.06,2.1,96.48,8.4,6.89
8462,03-03-2008,25.49,36.01,15.92,13.75,1.91,96.54,8.63,6.4
8463,04-03-2008,26.67,35.84,16.79,12.5,1.12,96.44,8.86,5.03
8464,05-03-2008,27.28,37.11,18.76,11.94,1.38,96.5,8.52,5.64
8465,06-03-2008,27.5,38.07,17.82,12.62,1.58,96.62,8.3,6.0
8466,07-03-2008,28.02,38.17,18.38,15.88,2.29,96.68,8.48,7.15
8467,08-03-2008,27.73,37.84,18.85,12.75,2.62,96.58,8.51,7.9
8468,09-03-2008,28.2,38.37,18.12,10.69,1.61,96.53,7.7,5.96
8469,10-03-2008,27.55,35.36,19.89,13.75,1.9,96.55,5.57,5.48
8470,11-03-2008,28.19,36.1,20.81,18.38,1.83,96.45,5.89,5.34
8471,12-03-2008,27.63,35.23,19.61,17.69,1.92,96.43,5.17,5.17
8472,13-03-2008,28.54,36.9,19.8,18.38,1.89,96.38,7.91,6.01
8473,14-03-2008,28.4,37.29,20.17,21.06,1.66,96.43,9.01,5.92
8474,15-03-2008,28.49,37.37,19.93,24.31,2.05,96.34,9.16,6.4
8475,16-03-2008,28.96,37.72,20.46,20.25,1.97,96.36,9.5,6.61
8476,17-03-2008,29.63,38.66,19.95,15.38,1.35,96.26,9.0,5.65
8477,18-03-2008,29.9,39.77,20.62,14.88,2.4,96.09,9.72,7.94
8478,19-03-2008,29.21,38.52,20.5,13.88,2.73,96.06,10.07,8.47
8479,20-03-2008,28.26,38.2,18.87,18.69,2.38,96.07,10.28,7.6
8480,21-03-2008,29.19,38.83,19.64,13.88,1.64,96.08,9.92,6.56
8481,22-03-2008,29.59,38.79,20.44,19.31,1.41,96.07,10.07,5.97
8482,23-03-2008,30.03,37.55,22.74,44.0,2.48,96.14,11.26,6.46
8483,24-03-2008,29.17,37.08,21.51,41.31,1.63,96.21,11.21,5.64
8484,25-03-2008,29.67,38.47,21.98,26.12,1.55,96.21,10.11,5.98
8485,26-03-2008,29.95,38.7,21.51,20.75,1.59,96.29,9.91,6.19
8486,27-03-2008,30.39,38.89,22.26,18.81,1.27,96.23,9.55,5.62
8487,28-03-2008,30.98,38.72,23.56,19.69,1.82,96.16,9.11,6.42
8488,29-03-2008,31.14,40.08,22.11,17.19,2.18,96.18,9.49,7.37
8489,30-03-2008,30.91,39.15,21.79,19.88,2.31,96.17,9.05,7.14
8490,31-03-2008,29.38,36.6,22.47,24.88,2.86,96.18,10.91,7.9
8491,01-04-2008,27.12,36.34,17.97,29.62,2.38,96.31,12.89,7.39
8492,02-04-2008,28.23,37.15,19.08,34.12,2.6,96.36,12.91,7.49
8493,03-04-2008,28.4,35.95,20.42,38.06,2.8,96.35,12.27,7.16
8494,04-04-2008,27.0,33.25,20.65,41.69,2.77,96.26,14.14,7.12
8495,05-04-2008,27.54,34.44,19.81,38.12,1.77,96.47,12.95,6.14
8496,06-04-2008,29.87,36.66,22.19,28.88,2.16,96.71,11.81,6.97
8497,07-04-2008,29.46,36.97,22.5,25.12,3.35,96.64,11.56,8.74
8498,08-04-2008,30.03,38.39,21.99,19.75,2.07,96.5,12.26,7.67
8499,09-04-2008,30.62,39.54,20.37,16.75,1.45,96.41,11.96,6.7
8500,10-04-2008,31.54,40.99,21.25,16.56,1.58,96.37,11.74,7.04
8501,11-04-2008,32.38,41.23,22.83,18.44,2.2,96.17,12.43,8.27
8502,12-04-2008,33.06,41.83,24.05,16.25,2.66,96.08,12.29,9.26
8503,13-04-2008,32.71,41.42,24.02,22.0,3.41,96.04,12.47,9.98
8504,14-04-2008,32.19,41.4,23.06,18.38,3.2,95.99,12.99,10.09
8505,15-04-2008,31.94,41.37,22.87,17.44,3.37,96.1,13.88,10.69
8506,16-04-2008,31.37,40.76,21.88,17.81,3.16,96.17,13.96,10.21
8507,17-04-2008,31.85,41.01,22.85,19.56,2.34,96.12,13.66,8.82
8508,18-04-2008,32.07,41.89,22.53,15.19,2.57,96.04,13.79,9.64
8509,19-04-2008,31.73,41.83,22.08,12.31,2.14,96.14,13.68,9.03
8510,20-04-2008,32.33,41.93,21.75,13.44,3.0,96.18,13.43,10.27
8511,21-04-2008,32.76,41.89,24.26,15.38,3.41,96.11,13.54,10.98
8512,22-04-2008,33.48,42.77,24.05,17.5,3.17,96.16,13.81,10.57
8513,23-04-2008,34.15,42.94,24.79,13.0,2.84,96.26,12.82,10.09
8514,24-04-2008,35.15,43.73,25.83,12.81,2.66,96.15,12.83,9.9
8515,25-04-2008,35.75,44.57,26.69,9.56,3.26,96.09,12.21,11.25
8516,26-04-2008,35.14,43.95,25.72,10.88,2.78,96.07,12.67,10.25
8517,27-04-2008,34.91,43.57,26.2,15.56,3.85,95.81,13.27,11.82
8518,28-04-2008,34.26,43.87,24.02,15.31,3.26,95.66,13.77,11.01
8519,29-04-2008,33.83,42.73,24.22,23.94,4.18,95.81,13.72,11.32
8520,30-04-2008,34.26,43.17,25.06,15.06,4.34,96.01,12.52,12.3
8521,01-05-2008,34.37,42.57,25.49,16.38,4.43,95.99,12.23,12.04
8522,02-05-2008,32.73,40.87,23.74,19.12,4.76,95.83,13.91,12.19
8523,03-05-2008,32.61,41.73,23.58,34.88,4.65,95.79,14.98,10.91
8524,04-05-2008,32.45,41.19,23.76,34.94,4.93,95.95,15.83,11.29
8525,05-05-2008,32.68,41.31,24.04,34.5,4.94,96.03,15.32,11.25
8526,06-05-2008,31.72,39.32,24.38,42.44,4.45,95.97,15.46,9.7
8527,07-05-2008,31.84,38.85,24.42,42.62,3.94,96.0,14.17,8.82
8528,08-05-2008,32.65,40.12,24.49,36.44,3.87,96.13,14.26,9.5
8529,09-05-2008,32.74,40.21,24.62,34.62,4.27,96.12,14.2,10.08
